stage,model_name,entity_id,country,language,failure_type,count,total,rate
stage3,x-ai/grok-code-fast-1,,Jordan,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Kazakhstan,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Kazakhstan,ru,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Korea (the Republic of),en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Korea (the Republic of),ko,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Kyrgyzstan,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Kyrgyzstan,ru,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Lebanon,ar,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Lebanon,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Macao,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Macao,zh-cn,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Macao,zh-hk,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Mexico,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Mexico,es,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Morocco,ar,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Morocco,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,New Zealand,en-native,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Peru,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Peru,es,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Russian Federation (the),en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Russian Federation (the),ru,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Saudi Arabia,ar,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Saudi Arabia,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Singapore,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Singapore,zh-cn,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Spain,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Spain,es,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Taiwan (Province of China),en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Taiwan (Province of China),zh-cn,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Taiwan (Province of China),zh-tw,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Tajikistan,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Tajikistan,ru,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Tunisia,ar,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Tunisia,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Ukraine,en,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,Ukraine,ru,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,United Kingdom of Great Britain and Northern Ireland (the),en-native,api_failure,10,10,1.0
stage3,x-ai/grok-code-fast-1,,United States of America (the),en-native,api_failure,10,10,1.0
