Country,Edition,"OVERALL","1) AVAILABILITY","1.1) Usage","1.1.1) Internet users","1.1.2) Fixed-line broadband subscribers","1.1.3) Mobile subscribers","1.1.4) Gender gap in internet access","1.1.5) Gender gap in mobile phone access","1.2) Quality","1.2.1) Average fixed broadband upload speed","1.2.2) Average fixed broadband download speed","1.2.3) Average fixed broadband latency","1.2.4) Average mobile upload speed","1.2.5) Average mobile download speed","1.2.6) Average mobile latency","1.2.7) Bandwidth capacity","1.3) Infrastructure","1.3.1) Network coverage (min. 2G)","1.3.2) Network coverage (min. 3G)","1.3.3) Network coverage (min. 4G)","1.3.4) 5G deployment","1.3.5) Government initiatives to make Wi-Fi available","1.3.6) Private sector initiatives to make Wi-Fi available","1.3.7) Unlicensed spectrum policy","1.3.8) Internet exchange points","1.4) Electricity","1.4.1) Urban electricity access","1.4.2) Rural electricity access","2) AFFORDABILITY","2.1) Price","2.1.1) Smartphone cost (handset)","2.1.2) Mobile phone cost (prepaid tariff)","2.1.3) Mobile phone cost (postpaid tariff)","2.1.4) Fixed-line monthly broadband cost","2.2) Competitive environment","2.2.1) Average revenue per user (ARPU, annualized)","2.2.2) Wireless operators' market share","2.2.3) Broadband operators' market share","3) RELEVANCE","3.1) Local content","3.1.1) Availability of local news in local languages","3.1.2) Concentration of websites using country-level domains","3.1.3) Availability of e-Government services in the local language","3.2) Relevant content","3.2.1) e-Finance content","3.2.2) Value of e-finance","3.2.3) e-Health content","3.2.4) Value of e-health","3.2.5) e-Entertainment usage","3.2.6) e-Commerce content","3.2.7) Value of e-Commerce","3.2.8) Open data policies","4) READINESS","4.1) Literacy","4.1.1) Level of literacy","4.1.2) Educational attainment","4.1.3) Support for digital literacy","4.1.4) Level of web accessibility","4.2) Trust & Safety","4.2.1) Privacy regulations","4.2.2) Trust in online privacy","4.2.3) Trust in Government websites and apps","4.2.4) Trust in Non-government websites and apps","4.2.5) Trust in information from social media","4.2.6) e-Commerce safety","4.3) Policy","4.3.1) National female e-inclusion policies","4.3.1.1) Comprehensive female e-inclusion plan","4.3.1.2) Female digital skills training plan","4.3.1.3) Female STEM education plan","4.3.2) Government e-inclusion strategy","4.3.3) National broadband strategy","4.3.4) Funding for broadband buildout","4.3.5) Technology-neutrality policy for spectrum use","4.3.6) National digital identification system","4.3.7) Government efforts to promote 5G"
Lebanon,E4,56.2,63.7,56.5,84.4,0.3,34.8,82.8,80.4,38.8,2.3,2.7,80.7,52.9,36.6,95.2,0.8,59.6,99,98.4,98.2,50,100,0,0,31,100,100,100,47.5,84.7,44.6,94.9,100,99.3,10.2,30.7,0,0,69.5,77.8,100,33.3,100,61.3,100,24.3,100,20,88.9,60.4,46.7,50,44,58.7,93.9,57.5,33.3,50,37.6,50,45.7,37.5,40.7,46.2,5.3,35.7,50,100,0,0,0,66.7,0,0,100,33.3
Lebanon,E5,51.2,63.1,58,84.4,13.1,32.1,82.8,77.8,41.3,4.8,5.4,82.7,55.6,41.8,98.2,0.8,53.2,99.2,99.6,99,50,50,0,0,27.8,100,100,100,48.9,87.5,52.2,98.5,100,99.3,10.3,30.9,0,0,51,61.1,100,33.3,50,41,50,16.2,66.7,10,38.9,60.4,35.6,50,41.8,58.7,93.9,57.5,33.3,50,35.8,50,48.6,43.8,22.2,46.2,4.4,31,50,100,0,0,0,66.7,0,0,100,0
Liberia,E1,n/a,n/a,n/a,2.4,0.3,51.9,n/a,n/a,n/a,4.6,4.6,54,9.9,5.9,50.5,0,n/a,52.9,50,0,n/a,0,0,n/a,14.1,n/a,7.2,2.6,n/a,n/a,0,0,29.7,45.6,n/a,6.1,0,0,n/a,n/a,50,33.3,50,n/a,50,n/a,0,n/a,n/a,13,n/a,n/a,n/a,n/a,35.2,23.6,0,25,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,0,100,n/a,100,n/a
Liberia,E2,30.4,23.7,35,2.7,0.4,38.3,55.4,78.4,34,5.1,4.6,78.1,44.4,20.4,85.6,0.1,21,52.9,63,4.4,0,0,0,33.3,14.1,4.7,6.6,2.8,10.3,18.5,0,0,28.5,45.6,2,6.1,0,0,44.3,44.4,50,33.3,50,44.2,100,59.5,33.3,90,27.8,16.1,26.7,0,43.5,21.2,35.2,24.4,0,25,48.6,0,51.4,34.4,85.2,73.1,47.5,60.7,25,50,0,0,100,0,100,100,100,0
Liberia,E3,33.4,22.4,25.8,2.7,0.4,27,40.5,58.4,34.9,5.8,5.9,80.8,45,17.7,88.8,0.1,24.1,52.9,63,29.9,0,0,0,33.3,13.4,4.7,6.6,2.8,20.7,39.3,0,72.1,85.1,0,2.1,6.3,0,0,45.6,44.4,50,33.3,50,46.7,100,55.3,33.3,67.7,61.9,16.1,39.1,0,45.1,28,36.1,26,0,50,50,0,50,66.9,72.4,45.2,65.7,57.1,0,0,0,0,100,0,100,100,100,0
Liberia,E4,34.4,26,31.2,2.7,0.4,27,57.2,68.6,36.9,8.1,9.1,81.4,48.3,19.6,91.8,0.1,30.3,52.9,63,29.9,0,0,50,33.3,13.2,5.8,6.9,4.7,20.8,39.6,0,73.5,85.1,0,2,6.1,0,0,46.9,41.7,75,0,50,52.1,100,24.3,33.3,46.7,94.4,14.7,53.3,50,43.8,36.4,36.1,26,33.3,50,44.9,0,57.1,53.1,63,50,46.5,50,0,0,0,0,50,100,0,100,100,0
Liberia,E5,33.4,25,25.2,2.7,0.4,27,36.8,59.1,39.3,8.6,8.3,85.6,55.6,23.4,93.5,0.1,28.6,52.9,63,29.9,0,0,50,33.3,0,6.8,8.3,5.4,25,48,18.2,88.6,85.1,0,2,6.1,0,0,30.8,25,75,0,0,36.6,100,0,33.3,20,50,14.7,24.4,50,52.8,36.4,36.1,26,33.3,50,50.6,0,62.9,62.5,85.2,61.5,31.4,71.4,0,0,0,0,100,100,100,100,100,0
Lithuania,E1,n/a,n/a,n/a,68.2,60.6,100,n/a,n/a,n/a,23.9,26.3,89.6,41.8,25,89.8,4.7,n/a,100,100,91,n/a,n/a,n/a,n/a,43.4,n/a,100,100,n/a,n/a,60.5,99.5,99.5,99.7,n/a,13,50,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,62.4,n/a,n/a,n/a,n/a,99.8,89.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Lithuania,E2,n/a,n/a,n/a,71.6,63.3,100,85.2,85.6,n/a,34.6,41.8,91.6,46.7,29.9,94.9,6.8,n/a,100,100,98,n/a,n/a,n/a,n/a,43.8,n/a,100,100,n/a,n/a,62.1,99.5,99.5,99.7,n/a,13.9,50,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,81.4,n/a,n/a,n/a,n/a,99.8,90.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Lithuania,E3,n/a,n/a,n/a,74.9,59.9,100,79.9,87.1,n/a,35.1,41,91.7,52.2,35.3,96.5,9.1,n/a,100,100,98,n/a,n/a,n/a,n/a,44,n/a,100,100,n/a,n/a,58.2,99.5,98.9,99.7,n/a,14.9,50,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,81.4,n/a,n/a,n/a,n/a,99.8,91.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a
Lithuania,E4,76.8,79.7,79.5,78.3,60,100,80.2,79.1,53.8,36.1,41.5,93.5,54.9,41.5,97.7,11.7,85.5,100,100,99,50,100,100,66.7,68.2,100,100,100,72.2,89.2,58.6,99.5,98.9,99.7,55.3,15.9,50,100,82.8,100,100,100,100,65.5,100,56.8,66.7,56.7,88.9,86.2,68.9,0,72.6,91.5,99.8,91.3,100,75,52.6,100,34.3,37.5,48.1,46.2,49.5,73.8,50,100,0,0,100,66.7,100,100,100,0
Lithuania,E5,77.5,81.1,80.7,81.4,61.2,100,77.8,83,58.1,47.5,51.1,94,52.8,46.7,98.4,15.8,85.7,100,100,100,50,100,100,66.7,69.2,100,100,100,73.4,91.2,67,99,98.9,99.7,55.6,16.9,50,100,86.7,100,100,100,100,73.5,100,35.1,100,43.3,61.1,86.2,62.2,100,68.7,91.5,99.8,91.3,100,75,45.6,100,31.4,25,51.9,30.8,34.4,69,50,100,0,0,100,33.3,100,100,100,0
Madagascar,E1,n/a,n/a,n/a,5.5,0.2,14.5,n/a,n/a,n/a,5.3,5.7,56.8,9.9,5.9,50.5,0.4,n/a,51,61,21,n/a,50,0,n/a,2.6,n/a,29.5,3.4,n/a,n/a,6.8,32.9,42.8,64.5,n/a,6.1,50,0,n/a,n/a,50,66.7,50,n/a,50,n/a,66.7,n/a,n/a,9.3,n/a,n/a,n/a,n/a,64.9,37,0,0,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,100,n/a,0,n/a
Madagascar,E2,32.2,27.7,27.1,6.7,0.2,2.6,56.2,70,26.8,8.1,8.9,72.9,19.3,8.7,69.4,0.5,30.7,56.9,63,23.1,0,100,0,0,2.6,26.3,46,6.5,28.1,37.5,10.9,32.9,45,61.2,18.7,6.1,50,0,36.2,44.4,50,33.3,50,28,50,40.5,66.7,16.7,0,27.8,22.2,0,36.5,33.8,64.9,37,33.3,0,40.1,100,14.3,40.6,29.6,42.3,13.8,35.7,0,0,0,0,50,0,100,100,0,0
Madagascar,E3,39,28,24.8,7.9,0.2,4.6,61.1,49.9,29.7,10.2,11.9,78.3,20.9,7.2,78.9,0.5,31.3,58.9,64,25,0,100,0,0,2.5,26.3,46,6.5,36.2,53.7,18.6,71.2,71.6,53.4,18.8,6.3,50,0,40.6,44.4,50,33.3,50,36.7,50,27,66.7,50,38.9,27.8,33.3,0,51.2,52.6,64.9,37,33.3,75,58.2,100,45.7,37.5,48.1,53.8,64.2,42.9,0,0,0,0,50,0,100,100,50,0
Madagascar,E4,40.9,31.6,34.1,13,0.2,11,63.4,83,30.8,13.2,14.5,79.4,21.2,7,79.5,0.5,35.8,60.8,65,25,0,0,100,33.3,2.5,25.8,39.7,11.9,37.6,56.5,26,74.9,71.6,53.4,18.7,6.1,50,0,45.1,47.2,75,66.7,0,43,50,64.9,33.3,66.7,77.8,20.3,31.1,0,49.1,55.6,68.9,37,66.7,50,48.8,100,45.7,28.1,37,38.5,43.5,42.9,0,0,0,0,50,0,100,100,50,0
Madagascar,E5,41.1,34.4,28.4,13,0.2,11,61.9,55.7,31.9,18.2,14.7,86.3,20.9,8.8,73.9,0.5,35.8,60.8,65,25,100,0,0,33.3,2.4,41.5,60.2,22.8,38,57.3,15.4,88.6,71.6,53.4,18.7,6.1,50,0,41.1,47.2,75,66.7,0,35,50,45.9,33.3,56.7,22.2,20.3,51.1,0,50.8,55.6,68.9,37,66.7,50,54,100,77.1,59.4,44.4,26.9,16.4,42.9,0,0,0,0,50,0,100,100,50,0
Malawi,E1,n/a,n/a,n/a,8.8,0.1,9.7,n/a,n/a,n/a,1.3,1.1,59.6,9.9,5.9,50.5,0.1,n/a,90.2,32,6,n/a,0,50,n/a,3.7,n/a,24.5,3.9,n/a,n/a,0,69.1,58.3,89.9,n/a,6.1,0,0,n/a,n/a,50,0,50,n/a,100,n/a,100,n/a,n/a,12,n/a,n/a,n/a,n/a,53.2,23.6,33.3,0,n/a,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,66.7,0,n/a,100,n/a
Malawi,E2,35.1,25.6,25.3,10.8,0.1,12.1,40.9,62.8,24.5,1.4,2,71.6,8.5,6.6,81.4,0.1,29.6,92.2,42,15.8,0,0,50,33.3,3.6,23.1,43.2,2.9,29.3,56.5,0,72.5,60.4,92.9,2,6.1,0,0,37.3,27.8,50,33.3,0,46.7,100,43.2,100,43.3,61.1,15,11.1,0,48.1,34,53.2,24.4,33.3,25,47.3,100,40,56.3,22.2,34.6,30.8,63.1,25,0,0,100,50,66.7,100,100,100,0
Malawi,E3,36.2,25.8,23.6,10.8,0.1,14.4,31.4,61.3,27.4,2.5,2.7,74.6,21.7,9.4,81.1,0.1,28.9,64.7,50,30,0,0,50,33.3,3.4,23.1,43.2,2.9,31.3,60.5,3,71.9,74,93.1,2.1,6.3,0,0,38.2,27.8,50,33.3,0,48.5,100,37.8,66.7,66.7,55.6,15,46.7,0,49.6,34,53.2,24.4,33.3,25,55.2,100,34.3,53.1,48.1,46.2,49.5,59.5,0,0,0,0,50,66.7,100,100,100,0
Malawi,E4,36.3,29.9,22.3,10.2,0.1,9.5,24.4,67.2,30.3,2.9,3.2,79.1,27.6,12.8,86.7,0.1,36.2,68.6,54,30,0,0,100,33.3,3.3,30.9,57,4.8,31.7,61.4,3,75.6,74,93.1,2,6.1,0,0,35.9,25,75,0,0,46.8,100,48.6,66.7,23.3,66.7,17.9,51.1,0,47.8,25.8,53.2,25.2,0,25,58,100,71.4,46.9,51.9,34.6,43.5,59.5,0,0,0,0,50,66.7,100,100,100,0
Malawi,E5,38.9,32.6,27.7,10.2,0.1,18.2,43.8,66.3,35.6,3.7,3,79.9,46.4,18.5,97.3,0.1,40.2,76.5,78,30,0,0,100,33.3,3.4,26.9,49.4,4.5,31.9,61.7,0.9,78.8,74,93.1,2,6.1,0,0,41.6,41.7,75,0,50,41.5,100,35.1,66.7,36.7,44.4,17.9,31.1,0,49.4,25.8,53.2,25.2,0,25,58,100,54.3,43.8,81.5,19.2,49.5,64.3,0,0,0,0,50,100,100,100,100,0
Malaysia,E1,n/a,n/a,n/a,70,21.6,100,n/a,n/a,n/a,4.8,6.4,75.6,20.7,9.9,74,1.2,n/a,92.2,92,71,n/a,100,50,n/a,2.1,n/a,99.8,98.7,n/a,n/a,45.6,98.7,97.9,99.7,n/a,22.3,100,0,n/a,n/a,50,66.7,100,n/a,100,n/a,100,n/a,n/a,61.1,n/a,n/a,n/a,n/a,93.3,69.3,100,75,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,100,n/a,100,n/a
Malaysia,E2,68.6,66.4,71.4,76.8,18.9,100,79.9,81.4,31.8,5.5,8.1,82.2,25.7,12.5,87.5,1.4,63.9,92.2,95.3,88,0,100,100,33.3,2,98.4,99.8,97,63.1,85.6,46.8,98.4,97.8,99.7,40.5,21.6,100,0,67.9,72.2,50,66.7,100,63.6,100,67.6,100,66.7,55.6,79.2,40,0,76.9,84.1,92.2,69.3,100,75,72.7,100,74.3,78.1,59.3,76.9,47.5,73.8,50,0,100,100,100,66.7,100,100,100,0
Malaysia,E3,66.6,65.6,73.1,85.7,18.4,100,79.9,81.4,35.6,8.4,12.6,85.5,33.5,15.4,90.1,3.6,56,91.8,93.6,77.2,0,100,50,33.3,2,97.7,98.5,97,62.8,84.7,43.9,98.6,96.4,99.7,40.9,22.8,100,0,69.7,72.2,50,66.7,100,67.3,100,68.5,100,54.7,83.6,79.2,52.1,0,68.1,71.6,92.2,69.3,100,25,58.9,100,66.9,60.8,46.9,48.8,29.8,73.8,50,0,100,100,100,66.7,100,100,100,0
Malaysia,E4,74.3,71,72.4,87,18.2,100,78.9,77.8,42.4,20,32.6,89.5,40.4,18.7,90.8,5.2,69.3,92.5,94.7,79.7,50,100,100,33.3,4,100,100,100,63.5,85.8,47.7,99.4,96.4,99.7,41.2,23.5,100,0,81.4,88.9,100,66.7,100,73.8,100,59.5,100,36.7,88.9,84.5,71.1,50,81.4,77.9,92.2,69.3,100,50,70,100,82.9,37.5,74.1,73.1,52.5,96.4,75,100,0,100,100,100,100,100,100,100
Malaysia,E5,74.9,72.3,72.7,90.1,19.8,100,77.7,76.2,45.5,23.7,39.7,91,43.3,21,93.5,6.7,70.9,93.5,95.5,87.2,50,100,100,33.3,8,100,100,100,63,85,45.1,98.9,96.4,99.7,41,22.9,100,0,82.8,88.9,100,66.7,100,76.8,100,43.2,100,30,72.2,84.5,84.4,100,81.2,78.2,93.7,69.3,100,50,69.1,100,57.1,68.8,63,73.1,52.5,96.4,75,100,0,100,100,100,100,100,100,100
Mali,E1,n/a,n/a,n/a,7.9,0,100,n/a,n/a,n/a,0.8,0.4,14.8,1.1,2.9,46.9,0.1,n/a,70.6,10,0,n/a,0,0,n/a,0,n/a,47.2,8.4,n/a,n/a,17.5,70.3,70.7,85.6,n/a,5.5,0,0,n/a,n/a,0,0,0,n/a,50,n/a,33.3,n/a,n/a,11.2,n/a,n/a,n/a,n/a,17.3,4.7,0,0,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,100,n/a,100,n/a
Mali,E2,28.5,27.2,35.1,8.6,0.3,82.6,39.8,44.4,18.5,1.4,1.1,45.2,7.8,6,67.5,0.2,11.7,70.6,23,0,0,0,0,0,0,43.6,81.1,6.1,32.7,63.1,22,67.6,70.1,92.7,2.2,6.7,0,0,18.7,0,0,0,0,37.4,50,50.8,33.3,67.7,56.1,21.4,20.1,0,35.2,5.9,17.3,6.3,0,0,57,100,45.4,50.3,50.7,40.6,54.9,42.9,0,0,0,0,0,0,100,100,100,0
Mali,E3,38.6,30.2,39.9,10.3,0.2,89.1,43.5,56.6,25.1,2.1,2.4,65.4,16.1,8.8,80.9,0.2,11.9,62.7,29,0,0,0,0,0,3.7,43.6,81.1,6.1,35.1,67.8,26.5,83.3,69.1,92.4,2.4,7.1,0,0,37.8,44.4,50,33.3,50,31.1,50,43.2,33.3,46.7,16.7,21.4,37.8,0,51.2,37.3,17.3,7.1,100,25,61.5,100,51.4,46.9,44.4,57.7,68.6,54.8,0,0,0,0,50,33.3,100,100,100,0
Mali,E4,41.4,33.8,38.5,17.2,1.3,85.2,38.7,50.1,32.1,2.7,4,73.8,33.8,20.6,89.5,0.2,22.9,100,55,28,0,0,0,0,0,41.7,63.9,19.5,33,63.6,8.3,84.8,69.1,92.4,2.4,7.3,0,0,46,61.1,100,33.3,50,30.9,50,43.2,33.3,46.7,16.7,19.8,37.8,0,52.9,37.5,17.3,7.9,100,25,61.5,100,51.4,46.9,44.4,57.7,68.6,59.5,0,0,0,0,50,66.7,100,100,100,0
Mali,E5,41.9,39.3,43.6,17.2,1.6,86.7,59,53.4,38,3.6,6.5,81.6,47.6,30,96.3,0.2,24.3,100,60,34,0,0,0,0,0,51.6,75.4,27.7,36.6,70.7,29,92.1,69.1,92.4,2.5,7.6,0,0,44.1,50,100,0,50,38.3,50,54.1,33.3,40,55.6,19.8,53.3,0,47.6,32,20.3,7.9,100,0,51.4,100,45.7,50,55.6,34.6,22.4,59.5,0,0,0,0,50,66.7,100,100,100,0
Mexico,E1,n/a,n/a,n/a,39,25.8,58.6,n/a,n/a,n/a,3.7,7.4,78.4,35,13.7,74.8,1,n/a,86.3,89,58,n/a,100,100,n/a,0.5,n/a,99.6,97.2,n/a,n/a,57.7,98,97.1,99.3,n/a,15.4,0,50,n/a,n/a,50,33.3,100,n/a,100,n/a,100,n/a,n/a,49.4,n/a,n/a,n/a,n/a,93.2,56.7,33.3,100,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,33.3,100,n/a,100,n/a
Mexico,E2,64.8,61.7,55.9,46.8,27.5,60.8,77.9,66.1,33.9,3.4,8.5,81.3,46.6,17.1,79.4,1.3,58.5,86.3,89,58,0,100,100,33.3,1.5,98.6,99.6,97.5,54.3,87.5,54.4,97.8,98.4,99.3,21.2,13.6,0,50,66.8,72.2,50,66.7,100,61.4,100,59.5,100,73.3,83.3,41.8,33.3,0,76.4,81.3,93.7,56.7,100,75,71.5,100,74.3,21.9,81.5,65.4,86.2,76.2,100,100,100,100,100,33.3,100,100,100,0
Mexico,E3,64.5,62.5,55.5,50.8,29,61.8,62.2,73.8,36.1,4.1,10.3,83.3,47.7,20.1,86.1,1.3,58.5,86.3,89,58,0,100,100,33.3,1.5,100,100,100,55,88.7,58.8,98.3,98.4,99.3,21.3,13.8,0,50,68.7,72.2,50,66.7,100,65.2,100,59.2,100,62.3,94.7,41.8,63.9,0,71.6,81.4,93.8,56.7,100,75,64.4,100,54.1,55.9,60,58.8,57.4,69,50,0,100,100,100,33.3,100,100,100,0
Mexico,E4,71,66.3,61,52.8,31,65.4,73.1,83,37.5,5.4,14,86.3,48,21.5,86.4,1.3,66.5,85.6,89.6,88.2,0,100,100,66.7,1.5,100,100,100,64.1,90.3,65.3,98.3,98.4,99.3,37.8,13.4,0,100,82.4,88.9,100,66.7,100,76,100,51.4,100,63.3,83.3,47.6,62.2,100,71.4,75.3,94.3,56.7,100,50,64,100,91.4,21.9,51.9,46.2,72.8,75,25,0,0,100,100,0,100,100,100,100
Mexico,E5,70.9,67.5,61.4,56.3,32.3,65.9,74.7,78,40.4,7,17.8,87.3,52,27.5,90,1.3,68.1,91.8,94.8,90.8,0,100,100,66.7,1,100,100,100,65,92.2,72.1,98.9,98.4,99.3,37.8,13.5,0,100,81.9,88.9,100,66.7,100,75,100,40.9,100,62.3,89.4,47.6,59.6,100,69.1,75.3,94.3,56.7,100,50,53.5,100,76.1,35,17.2,29.2,63.3,78.6,50,50,0,100,100,0,100,100,100,100
Mongolia,E1,n/a,n/a,n/a,22.3,14.8,72.4,n/a,n/a,n/a,8.7,8.7,74.4,23.4,9.5,80.2,0.7,n/a,98,95,0,n/a,50,100,n/a,21.5,n/a,97.2,72.8,n/a,n/a,29.7,97.1,97.5,99.4,n/a,26.3,50,100,n/a,n/a,50,100,50,n/a,100,n/a,66.7,n/a,n/a,28.7,n/a,n/a,n/a,n/a,97.9,68.5,33.3,25,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,100,n/a,100,n/a
Mongolia,E2,62.1,55.7,58.2,22.2,15.8,80.3,88.4,84.2,33.3,10.4,11.2,82.5,32.2,9.8,86,0.8,46.4,98,95,6.9,0,50,100,0,21.5,85,97.3,72.8,80.2,85.2,46.8,97.1,97.5,99.3,75.3,25.8,100,100,63.4,66.7,50,100,50,60.2,100,86.5,66.7,80,61.1,65.3,22.2,0,49.1,56.2,97.9,68.5,33.3,25,24.4,0,2.9,71.9,18.5,30.8,22.3,66.7,50,100,0,0,50,66.7,100,100,100,0
Mongolia,E3,62.2,59.5,62,22.8,19.5,94.8,89.7,83,35.5,11.5,11.7,81.6,41.4,12.7,89,0.7,54.3,98,95,21,0,100,100,0,20.7,86,98.9,73.1,70,81.6,33.4,96.4,97.2,99.4,58.5,25.5,50,100,66.1,66.7,50,100,50,65.6,100,62.8,66.7,66.5,73.9,65.3,89.8,0,53.1,62.6,97.9,69.3,33.3,50,30.1,0,25.9,42.7,30.6,35.8,46,66.7,50,100,0,0,50,66.7,100,100,100,0
Mongolia,E4,66.8,62,66.6,43.1,20.6,100,85.2,84.2,38,13.6,13.7,85.5,49.4,15.4,88.2,0.5,57.5,100,95,45,0,100,100,0,20.4,85.8,99.3,72.3,69.8,81.6,33.2,96.8,97.2,99.4,58,23.9,50,100,81.9,100,100,100,100,63.7,100,70.3,66.7,56.7,66.7,58.2,91.1,0,53.4,62.7,98,69.3,33.3,50,30.8,0,22.9,37.5,48.1,26.9,49.5,66.7,50,100,0,0,50,66.7,100,100,100,0
Mongolia,E5,68.7,63,68.1,43.1,21,100,93.4,83,41.3,14.9,15.9,90,57.6,18.4,90.9,1.3,56.9,100,96,59,0,100,100,0,0,85.9,98.9,73,68.4,79,22.4,96.9,97.2,99.4,57.8,23.5,50,100,77.2,100,100,100,100,54.3,100,24.3,33.3,66.7,83.3,58.2,68.9,0,66,73.1,98,69.3,100,25,44.1,0,54.3,31.3,48.1,69.2,61.5,81,50,100,0,0,50,66.7,100,100,100,100
Morocco,E1,n/a,n/a,n/a,66.4,7.1,94.3,n/a,n/a,n/a,0.4,2.4,49.2,27.2,12.9,74,0.6,n/a,98.4,80,45.4,n/a,100,100,n/a,1.8,n/a,100,97.4,n/a,n/a,31.1,96.8,93.8,98.8,n/a,9.5,50,0,n/a,n/a,50,66.7,100,n/a,50,n/a,33.3,n/a,n/a,41.2,n/a,n/a,n/a,n/a,62.2,28.3,100,0,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,66.7,100,n/a,100,n/a
Morocco,E2,55.1,61.7,57,68.4,7.6,88.3,48.4,72.2,29,2.2,5.7,61.2,29.5,13.8,89.5,0.8,62.2,99.2,95,68,0,100,100,33.3,1.8,98.7,100,97.4,50.3,80.8,34.2,96.6,93.5,98.8,19.8,9.4,50,0,55.8,72.2,50,66.7,100,39.4,50,32.4,33.3,66.7,72.2,42.8,17.8,0,52.8,60.9,62.2,31.5,100,50,45.1,100,25.7,28.1,18.5,38.5,59.5,52.4,0,0,0,0,0,66.7,100,100,100,0
Morocco,E3,56.2,63,56.6,70.1,8.3,93.4,48.3,62.8,31.3,1.1,5.8,70.7,33.5,14.8,91.7,1.7,65.4,99.2,96,93,0,100,100,33.3,1.8,98.7,100,97.4,51.3,82.8,39.9,96.6,96.1,98.8,19.7,9,50,0,53.8,72.2,50,66.7,100,35.3,50,21.6,33.3,63.3,44.4,42.8,26.7,0,56.6,54.9,62.2,32.3,100,25,62.5,100,25.7,81.3,70.4,61.5,36.4,52.4,0,0,0,0,0,66.7,100,100,100,0
Morocco,E4,60.5,67.3,62.9,74.1,9.2,94.2,64.8,72.3,35.2,1.4,7.5,76.9,42.9,22.4,92.8,2.2,72.3,99.4,98,96,50,100,100,33.3,1.8,99,100,98,51.3,82.9,39.9,96.9,96.1,98.8,19.8,9.3,50,0,73.2,88.9,100,66.7,100,57.4,100,21.6,33.3,16.7,88.9,43.3,55.6,100,50.2,47.9,67.6,32.3,66.7,25,55.1,100,48.6,28.1,63,42.3,48.9,47.6,0,0,0,0,0,33.3,100,100,100,0
Morocco,E5,61.9,69.3,65.7,80.7,10.2,98,64.5,74.8,38.7,1.3,7.9,79.4,51.9,32.2,95.9,2.4,73,99.4,99,98.8,50,100,100,33.3,3.5,99.8,100,99.6,52.8,85.9,52.1,96.7,96.1,98.8,19.6,8.9,50,0,72.4,88.9,100,66.7,100,55.9,100,21.6,66.7,30,88.9,43.3,46.7,50,53.3,56.2,67.6,32.3,100,25,49,100,31.4,46.9,51.9,38.5,25.4,54.8,0,0,0,0,50,33.3,100,100,100,0
Mozambique,E1,n/a,n/a,n/a,12.9,0.3,44.8,n/a,n/a,n/a,1.2,1.1,59.2,2.7,3.1,41.5,0.1,n/a,56.9,40,0,n/a,0,0,n/a,2.3,n/a,62.3,26.2,n/a,n/a,36.6,89.5,82.4,91.3,n/a,6.1,50,0,n/a,n/a,50,66.7,50,n/a,50,n/a,33.3,n/a,n/a,19.9,n/a,n/a,n/a,n/a,45.6,13.4,33.3,50,n/a,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,0,100,n/a,50,n/a
Mozambique,E2,38.1,24.9,28.5,12.9,0.4,24.4,45.3,59.6,20.5,1.1,1.1,70,5.3,4.2,62.1,0,17.3,60.8,75,0,0,0,0,0,2.2,33.4,52.5,14.4,47.4,76.1,34.4,85.5,91.2,93.3,18.7,6.1,50,0,47.1,55.6,50,66.7,50,38.5,50,54.1,33.3,50,50,26.6,44.4,0,33,23.5,45.6,15,33.3,0,50.6,100,62.9,40.6,18.5,0,81.5,25,25,0,0,100,100,0,0,0,50,0
