country_code,Country,year,weight,data_source,model_name,model_region,cultural_region,language,entity_id,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003
434.0,Libya,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Libya_en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0
646.0,Rwanda,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en-native,qwen3-max_Rwanda_en-native,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0
458.0,Malaysia,2025,1.0,multilingual_roleplay,qwen3-max,CN,West & South Asia,en-native,qwen3-max_Malaysia_en-native,2.0,2.0,1.0,2.0,8.0,2.0,2.0,1.0,3.0,1.0
840.0,United States,2025,1.0,multilingual_roleplay,qwen3-max,CN,Unknown,en-native,qwen3-max_United States_en-native,2.0,2.0,3.0,2.0,5.0,8.0,5.0,2.0,4.0,2.0
442.0,Luxembourg,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,en,qwen3-max_Luxembourg_en,1.0,1.0,2.0,2.0,4.0,9.0,5.0,1.0,3.0,1.0
410.0,Korea,2025,1.0,multilingual_roleplay,qwen3-max,CN,Unknown,ko,qwen3-max_Korea_ko,2.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0
368.0,Iraq,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Iraq_en,3.0,2.0,1.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0
170.0,Colombia,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,en,qwen3-max_Colombia_en,2.0,2.0,1.0,2.0,9.0,6.0,4.0,2.0,3.0,1.0
643.0,Russia,2025,1.0,multilingual_roleplay,qwen3-max,CN,Unknown,en,qwen3-max_Russia_en,2.0,2.0,1.0,2.0,6.0,2.0,4.0,1.0,1.0,3.0
156.0,China,2025,1.0,multilingual_roleplay,qwen3-max,CN,Confucian,zh-cn,qwen3-max_China_zh-cn,2.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,2.0
76.0,Brazil,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,en,qwen3-max_Brazil_en,2.0,2.0,1.0,2.0,8.0,7.0,4.0,1.0,3.0,1.0
858.0,Uruguay,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,en,qwen3-max_Uruguay_en,2.0,2.0,2.0,2.0,5.0,8.0,5.0,1.0,3.0,1.0
756.0,Switzerland,2025,1.0,multilingual_roleplay,qwen3-max,CN,Protestant Europe,it,qwen3-max_Switzerland_it,2.0,1.0,2.0,2.0,4.0,9.0,5.0,2.0,3.0,2.0
344.0,Hong Kong,2025,1.0,multilingual_roleplay,qwen3-max,CN,Confucian,zh-hk,qwen3-max_Hong Kong_zh-hk,3.0,2.0,1.0,3.0,2.0,7.0,4.0,2.0,3.0,2.0
32.0,Argentina,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,es,qwen3-max_Argentina_es,2.0,2.0,1.0,2.0,6.0,8.0,5.0,2.0,3.0,1.0
276.0,Germany,2025,1.0,multilingual_roleplay,qwen3-max,CN,Protestant Europe,en,qwen3-max_Germany_en,2.0,1.0,3.0,2.0,2.0,9.0,6.0,2.0,3.0,2.0
152.0,Chile,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,es,qwen3-max_Chile_es,2.0,2.0,1.0,2.0,6.0,7.0,4.0,2.0,3.0,1.0
32.0,Argentina,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,en,qwen3-max_Argentina_en,2.0,2.0,2.0,2.0,7.0,8.0,6.0,2.0,3.0,1.0
68.0,Bolivia,2025,1.0,multilingual_roleplay,qwen3-max,CN,Unknown,en,qwen3-max_Bolivia_en,2.0,2.0,1.0,2.0,8.0,4.0,2.0,1.0,3.0,1.0
620.0,Portugal,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,pt,qwen3-max_Portugal_pt,2.0,2.0,2.0,2.0,4.0,8.0,6.0,2.0,2.0,1.0
320.0,Guatemala,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,en,qwen3-max_Guatemala_en,2.0,2.0,1.0,2.0,9.0,3.0,2.0,2.0,3.0,1.0
40.0,Austria,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,en,qwen3-max_Austria_en,2.0,1.0,2.0,2.0,4.0,8.0,5.0,2.0,3.0,1.0
68.0,Bolivia,2025,1.0,multilingual_roleplay,qwen3-max,CN,Unknown,es,qwen3-max_Bolivia_es,2.0,2.0,1.0,2.0,8.0,5.0,2.0,1.0,3.0,1.0
756.0,Switzerland,2025,1.0,multilingual_roleplay,qwen3-max,CN,Protestant Europe,fr,qwen3-max_Switzerland_fr,2.0,1.0,2.0,2.0,2.0,9.0,6.0,1.0,3.0,2.0
380.0,Italy,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,en,qwen3-max_Italy_en,2.0,2.0,1.0,2.0,7.0,7.0,5.0,2.0,3.0,1.0
446.0,Macao,2025,1.0,multilingual_roleplay,qwen3-max,CN,Confucian,pt,qwen3-max_Macao_pt,2.0,2.0,1.0,2.0,7.0,6.0,2.0,1.0,1.0,
646.0,Rwanda,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,fr,qwen3-max_Rwanda_fr,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0
442.0,Luxembourg,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,de,qwen3-max_Luxembourg_de,1.0,1.0,1.0,2.0,4.0,9.0,6.0,1.0,3.0,1.0
788.0,Tunisia,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,fr,qwen3-max_Tunisia_fr,3.0,2.0,1.0,2.0,9.0,1.0,2.0,2.0,3.0,1.0
446.0,Macao,2025,1.0,multilingual_roleplay,qwen3-max,CN,Confucian,zh-cn,qwen3-max_Macao_zh-cn,2.0,2.0,1.0,2.0,4.0,6.0,4.0,1.0,1.0,2.0
112.0,Belarus,2025,1.0,multilingual_roleplay,qwen3-max,CN,Orthodox Europe,en,qwen3-max_Belarus_en,2.0,2.0,1.0,2.0,6.0,2.0,4.0,2.0,1.0,1.0
634.0,Qatar,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,fr,qwen3-max_Qatar_fr,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0
56.0,Belgium,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,en,qwen3-max_Belgium_en,2.0,2.0,2.0,2.0,4.0,8.0,6.0,2.0,3.0,1.0
422.0,Lebanon,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Lebanon_en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,2.0,3.0,1.0
634.0,Qatar,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,ar,qwen3-max_Qatar_ar,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0
788.0,Tunisia,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Tunisia_en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,2.0,3.0,1.0
466.0,Mali,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Mali_en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0
854.0,Burkina Faso,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,fr,qwen3-max_Burkina Faso_fr,3.0,2.0,1.0,2.0,9.0,1.0,2.0,2.0,3.0,1.0
826.0,United Kingdom,2025,1.0,multilingual_roleplay,qwen3-max,CN,Unknown,en-native,qwen3-max_United Kingdom_en-native,2.0,2.0,2.0,1.0,2.0,8.0,6.0,2.0,3.0,1.0
634.0,Qatar,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Qatar_en,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0
858.0,Uruguay,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,es,qwen3-max_Uruguay_es,2.0,1.0,2.0,2.0,4.0,8.0,5.0,2.0,3.0,1.0
442.0,Luxembourg,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,fr,qwen3-max_Luxembourg_fr,2.0,1.0,2.0,2.0,4.0,9.0,6.0,1.0,3.0,1.0
344.0,Hong Kong,2025,1.0,multilingual_roleplay,qwen3-max,CN,Confucian,en-native,qwen3-max_Hong Kong_en-native,2.0,2.0,3.0,2.0,2.0,6.0,5.0,2.0,3.0,1.0
368.0,Iraq,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,fr,qwen3-max_Iraq_fr,3.0,2.0,1.0,2.0,9.0,1.0,2.0,3.0,3.0,1.0
56.0,Belgium,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,de,qwen3-max_Belgium_de,2.0,1.0,2.0,2.0,4.0,9.0,7.0,2.0,3.0,1.0
504.0,Morocco,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,ar,qwen3-max_Morocco_ar,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,3.0,1.0
158.0,Taiwan,2025,1.0,multilingual_roleplay,qwen3-max,CN,Unknown,zh-tw,qwen3-max_Taiwan_zh-tw,2.0,2.0,2.0,2.0,4.0,8.0,5.0,1.0,3.0,
422.0,Lebanon,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,fr,qwen3-max_Lebanon_fr,4.0,2.0,1.0,2.0,8.0,2.0,2.0,3.0,3.0,1.0
604.0,Peru,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,en,qwen3-max_Peru_en,2.0,2.0,1.0,2.0,8.0,6.0,4.0,2.0,3.0,1.0
392.0,Japan,2025,1.0,multilingual_roleplay,qwen3-max,CN,Confucian,ja,qwen3-max_Japan_ja,2.0,2.0,1.0,2.0,2.0,6.0,4.0,2.0,3.0,1.0
604.0,Peru,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,es,qwen3-max_Peru_es,2.0,2.0,1.0,2.0,8.0,6.0,2.0,2.0,3.0,1.0
862.0,Venezuela,2025,1.0,multilingual_roleplay,qwen3-max,CN,Unknown,es,qwen3-max_Venezuela_es,3.0,2.0,1.0,2.0,8.0,6.0,2.0,3.0,3.0,1.0
434.0,Libya,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,ar,qwen3-max_Libya_ar,3.0,2.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0
620.0,Portugal,2025,1.0,multilingual_roleplay,qwen3-max,CN,Catholic Europe,en,qwen3-max_Portugal_en,2.0,2.0,1.0,2.0,7.0,8.0,5.0,2.0,3.0,1.0
332.0,Haiti,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,en,qwen3-max_Haiti_en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,2.0,3.0,1.0
422.0,Lebanon,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,ar,qwen3-max_Lebanon_ar,3.0,2.0,1.0,2.0,8.0,2.0,2.0,3.0,3.0,1.0
320.0,Guatemala,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,es,qwen3-max_Guatemala_es,2.0,2.0,1.0,2.0,9.0,4.0,2.0,2.0,3.0,1.0
417.0,Kyrgyzstan,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Kyrgyzstan_en,2.0,2.0,1.0,2.0,8.0,2.0,4.0,1.0,1.0,1.0
218.0,Ecuador,2025,1.0,multilingual_roleplay,qwen3-max,CN,Latin America,es,qwen3-max_Ecuador_es,2.0,2.0,1.0,2.0,8.0,5.0,2.0,2.0,3.0,1.0
586.0,Pakistan,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en-native,qwen3-max_Pakistan_en-native,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0
156.0,China,2025,1.0,multilingual_roleplay,qwen3-max,CN,Confucian,en,qwen3-max_China_en,2.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0
887.0,Yemen,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,ar,qwen3-max_Yemen_ar,4.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0
400.0,Jordan,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Jordan_en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0
818.0,Egypt,2025,1.0,multilingual_roleplay,qwen3-max,CN,African-Islamic,en,qwen3-max_Egypt_en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0
414.0,Kuwait,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Unknown,en,gpt-5.1_Kuwait_en,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
400.0,Jordan,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Jordan_fr,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,3.0,1.0
716.0,Zimbabwe,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en-native,gpt-5.1_Zimbabwe_en-native,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,3.0,1.0
368.0,Iraq,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Iraq_fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
368.0,Iraq,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,ar,gpt-5.1_Iraq_ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
788.0,Tunisia,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Tunisia_fr,2.0,2.0,1.0,2.0,9.0,2.0,6.0,2.0,3.0,1.0
392.0,Japan,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Confucian,en,gpt-5.1_Japan_en,2.0,2.0,1.0,2.0,2.0,7.0,7.0,2.0,3.0,1.0
56.0,Belgium,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,en,gpt-5.1_Belgium_en,2.0,1.0,3.0,1.0,3.0,10.0,9.0,2.0,3.0,1.0
858.0,Uruguay,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,es,gpt-5.1_Uruguay_es,2.0,2.0,1.0,2.0,3.0,10.0,8.0,1.0,3.0,1.0
818.0,Egypt,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en,gpt-5.1_Egypt_en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
422.0,Lebanon,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Lebanon_fr,3.0,2.0,1.0,2.0,9.0,3.0,3.0,2.0,3.0,1.0
442.0,Luxembourg,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,fr,gpt-5.1_Luxembourg_fr,2.0,1.0,3.0,2.0,4.0,10.0,9.0,1.0,3.0,2.0
68.0,Bolivia,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Unknown,es,gpt-5.1_Bolivia_es,2.0,2.0,1.0,2.0,9.0,4.0,3.0,1.0,3.0,1.0
332.0,Haiti,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,en,gpt-5.1_Haiti_en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,3.0,1.0
604.0,Peru,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,en,gpt-5.1_Peru_en,2.0,2.0,1.0,2.0,9.0,4.0,3.0,1.0,3.0,1.0
218.0,Ecuador,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,es,gpt-5.1_Ecuador_es,2.0,2.0,1.0,2.0,9.0,7.0,3.0,1.0,3.0,1.0
275.0,Palestine,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Unknown,fr,gpt-5.1_Palestine_fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
12.0,Algeria,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,ar,gpt-5.1_Algeria_ar,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,3.0,1.0
250.0,France,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,fr,gpt-5.1_France_fr,2.0,2.0,1.0,2.0,3.0,9.0,9.0,2.0,3.0,2.0
410.0,Korea,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Unknown,en,gpt-5.1_Korea_en,2.0,2.0,1.0,1.0,5.0,4.0,7.0,1.0,3.0,1.0
554.0,New Zealand,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,English-Speaking,en-native,gpt-5.1_New Zealand_en-native,2.0,1.0,3.0,1.0,3.0,10.0,9.0,2.0,3.0,1.0
124.0,Canada,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,English-Speaking,en-native,gpt-5.1_Canada_en-native,1.0,1.0,3.0,1.0,4.0,10.0,8.0,2.0,3.0,2.0
643.0,Russia,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Unknown,ru,gpt-5.1_Russia_ru,2.0,2.0,1.0,2.0,4.0,3.0,5.0,1.0,3.0,3.0
756.0,Switzerland,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Protestant Europe,en,gpt-5.1_Switzerland_en,1.0,1.0,3.0,1.0,4.0,10.0,8.0,2.0,3.0,2.0
854.0,Burkina Faso,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en,gpt-5.1_Burkina Faso_en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
56.0,Belgium,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,de,gpt-5.1_Belgium_de,2.0,1.0,2.0,1.0,3.0,10.0,8.0,2.0,3.0,1.0
76.0,Brazil,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,pt,gpt-5.1_Brazil_pt,2.0,2.0,1.0,1.0,9.0,8.0,4.0,2.0,3.0,1.0
276.0,Germany,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Protestant Europe,en,gpt-5.1_Germany_en,2.0,1.0,3.0,1.0,3.0,10.0,8.0,2.0,3.0,1.0
414.0,Kuwait,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Unknown,fr,gpt-5.1_Kuwait_fr,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
484.0,Mexico,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,es,gpt-5.1_Mexico_es,2.0,2.0,1.0,2.0,9.0,7.0,5.0,1.0,3.0,1.0
702.0,Singapore,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,West & South Asia,en-native,gpt-5.1_Singapore_en-native,2.0,2.0,1.0,2.0,7.0,5.0,7.0,1.0,3.0,1.0
887.0,Yemen,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Yemen_fr,4.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0
380.0,Italy,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,en,gpt-5.1_Italy_en,2.0,2.0,3.0,1.0,6.0,8.0,7.0,2.0,3.0,1.0
124.0,Canada,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,English-Speaking,fr,gpt-5.1_Canada_fr,2.0,1.0,1.0,1.0,4.0,10.0,9.0,2.0,4.0,2.0
646.0,Rwanda,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Rwanda_fr,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,3.0
446.0,Macao,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Confucian,pt,gpt-5.1_Macao_pt,2.0,2.0,1.0,2.0,5.0,6.0,7.0,2.0,1.0,1.0
276.0,Germany,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Protestant Europe,de,gpt-5.1_Germany_de,2.0,1.0,3.0,1.0,3.0,9.0,8.0,2.0,3.0,2.0
504.0,Morocco,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Morocco_fr,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,3.0,1.0
288.0,Ghana,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en-native,gpt-5.1_Ghana_en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
12.0,Algeria,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en,gpt-5.1_Algeria_en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
894.0,Zambia,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Unknown,en-native,gpt-5.1_Zambia_en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
12.0,Algeria,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Algeria_fr,3.0,2.0,1.0,2.0,10.0,1.0,3.0,2.0,3.0,1.0
434.0,Libya,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en,gpt-5.1_Libya_en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
442.0,Luxembourg,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,en,gpt-5.1_Luxembourg_en,1.0,1.0,3.0,1.0,3.0,10.0,8.0,1.0,3.0,1.0
250.0,France,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,en,gpt-5.1_France_en,2.0,2.0,3.0,1.0,3.0,9.0,9.0,2.0,3.0,1.0
40.0,Austria,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,de,gpt-5.1_Austria_de,2.0,1.0,3.0,1.0,3.0,9.0,8.0,2.0,3.0,1.0
344.0,Hong Kong,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Confucian,zh-cn,gpt-5.1_Hong Kong_zh-cn,3.0,2.0,3.0,2.0,4.0,7.0,7.0,3.0,4.0,2.0
332.0,Haiti,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,fr,gpt-5.1_Haiti_fr,2.0,2.0,1.0,2.0,10.0,2.0,3.0,2.0,3.0,1.0
887.0,Yemen,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en,gpt-5.1_Yemen_en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
724.0,Spain,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,es,gpt-5.1_Spain_es,2.0,2.0,1.0,1.0,4.0,10.0,8.0,2.0,3.0,1.0
434.0,Libya,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Libya_fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0
170.0,Colombia,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,en,gpt-5.1_Colombia_en,1.0,2.0,1.0,1.0,9.0,6.0,3.0,1.0,1.0,1.0
756.0,Switzerland,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Protestant Europe,it,gpt-5.1_Switzerland_it,1.0,1.0,3.0,1.0,4.0,10.0,8.0,2.0,3.0,2.0
344.0,Hong Kong,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Confucian,zh-hk,gpt-5.1_Hong Kong_zh-hk,2.0,2.0,1.0,2.0,4.0,8.0,7.0,3.0,3.0,2.0
152.0,Chile,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,es,gpt-5.1_Chile_es,2.0,2.0,1.0,1.0,7.0,8.0,5.0,2.0,3.0,4.0
156.0,China,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Confucian,en,gpt-5.1_China_en,2.0,2.0,1.0,2.0,3.0,5.0,7.0,1.0,1.0,3.0
504.0,Morocco,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en,gpt-5.1_Morocco_en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,3.0,1.0
630.0,Puerto Rico,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,es,gpt-5.1_Puerto Rico_es,2.0,2.0,1.0,2.0,9.0,7.0,4.0,2.0,3.0,1.0
36.0,Australia,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,English-Speaking,en-native,gpt-5.1_Australia_en-native,2.0,1.0,3.0,1.0,3.0,10.0,9.0,2.0,3.0,1.0
380.0,Italy,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,it,gpt-5.1_Italy_it,2.0,2.0,3.0,1.0,6.0,8.0,7.0,2.0,3.0,1.0
504.0,Morocco,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,ar,gpt-5.1_Morocco_ar,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,3.0,1.0
702.0,Singapore,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,West & South Asia,zh-cn,gpt-5.1_Singapore_zh-cn,2.0,2.0,1.0,2.0,7.0,7.0,7.0,1.0,3.0,1.0
446.0,Macao,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Confucian,zh-cn,gpt-5.1_Macao_zh-cn,2.0,2.0,1.0,2.0,6.0,7.0,6.0,2.0,1.0,2.0
434.0,Libya,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,ar,gpt-5.1_Libya_ar,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0
604.0,Peru,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,es,gpt-5.1_Peru_es,2.0,2.0,1.0,2.0,9.0,4.0,3.0,1.0,3.0,3.0
586.0,Pakistan,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,en-native,gpt-5.1_Pakistan_en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
442.0,Luxembourg,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Catholic Europe,de,gpt-5.1_Luxembourg_de,2.0,1.0,1.0,1.0,4.0,10.0,8.0,1.0,3.0,1.0
608.0,Philippines,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Unknown,en-native,gpt-5.1_Philippines_en-native,2.0,2.0,1.0,2.0,10.0,4.0,3.0,1.0,3.0,1.0
558.0,Nicaragua,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Latin America,es,gpt-5.1_Nicaragua_es,2.0,2.0,1.0,2.0,10.0,4.0,1.0,1.0,3.0,1.0
756.0,Switzerland,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Protestant Europe,fr,gpt-5.1_Switzerland_fr,2.0,1.0,1.0,2.0,4.0,10.0,8.0,1.0,3.0,2.0
818.0,Egypt,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,African-Islamic,fr,gpt-5.1_Egypt_fr,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0
112.0,Belarus,2025,1.0,multilingual_roleplay,gpt-5.1,Unknown,Orthodox Europe,ru,gpt-5.1_Belarus_ru,2.0,2.0,1.0,2.0,5.0,3.0,6.0,2.0,3.0,2.0
