country,model_name,language,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,PC1,PC2
Morocco,gemini-2.5-flash,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Morocco,gemini-2.5-flash,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Palestine,gemini-2.5-flash,ar,3.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,-1.0,-2.49656573502088,-0.9493044892490472
Palestine,gemini-2.5-flash,en,3.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,-1.0,-2.49656573502088,-0.9493044892490472
Qatar,gemini-2.5-flash,ar,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Qatar,gemini-2.5-flash,en,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Tunisia,gemini-2.5-flash,ar,2.0,2.0,1.0,2.0,9.0,1.0,7.0,1.0,1.0,-2.0,-0.8042530070413566,-1.0439115279749804
Tunisia,gemini-2.5-flash,en,2.0,2.0,1.0,2.0,9.0,1.0,8.0,2.0,1.0,-2.0,-1.0206192691865392,0.3390018348812806
Yemen,gemini-2.5-flash,ar,4.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.550450688630703,0.02077063028864501
Yemen,gemini-2.5-flash,en,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Algeria,gemini-2.5-pro,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Algeria,gemini-2.5-pro,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Egypt,gemini-2.5-pro,ar,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Egypt,gemini-2.5-pro,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Iraq,gemini-2.5-pro,ar,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Iraq,gemini-2.5-pro,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Jordan,gemini-2.5-pro,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Jordan,gemini-2.5-pro,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Kuwait,gemini-2.5-pro,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Kuwait,gemini-2.5-pro,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Lebanon,gemini-2.5-pro,ar,3.0,2.0,3.0,1.0,9.0,3.0,3.0,3.0,1.0,-1.0,-2.3777774933643303,3.720226549870517
Lebanon,gemini-2.5-pro,en,3.0,2.0,3.0,1.0,9.0,2.0,3.0,3.0,1.0,-2.0,-2.634150750982413,3.6470164339373543
Libya,gemini-2.5-pro,ar,3.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.587038485152535,0.26932024619023565
Libya,gemini-2.5-pro,en,3.0,2.0,1.0,2.0,10.0,1.0,1.0,3.0,1.0,-2.0,-4.225003996891194,1.3195355926549568
Morocco,gemini-2.5-pro,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Morocco,gemini-2.5-pro,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Palestine,gemini-2.5-pro,ar,4.0,2.0,3.0,2.0,10.0,1.0,2.0,1.0,1.0,-1.0,-4.370185063152168,1.6524654313091915
Palestine,gemini-2.5-pro,en,3.0,2.0,1.0,1.0,10.0,1.0,2.0,1.0,1.0,-1.0,-2.285766110224142,-0.7829554810532771
Qatar,gemini-2.5-pro,ar,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-0.8003156669639121,-3.215971602379596
Qatar,gemini-2.5-pro,en,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-0.8003156669639121,-3.215971602379596
Tunisia,gemini-2.5-pro,ar,3.0,2.0,3.0,2.0,9.0,1.0,7.0,2.0,1.0,-2.0,-2.459242942769253,2.8010247005465723
Tunisia,gemini-2.5-pro,en,3.0,2.0,1.0,2.0,9.0,1.0,7.0,2.0,1.0,-2.0,-2.4111973596066285,1.307016573640181
Yemen,gemini-2.5-pro,ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Yemen,gemini-2.5-pro,en,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Algeria,gemini-3-pro-preview,ar,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Algeria,gemini-3-pro-preview,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Egypt,gemini-3-pro-preview,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Egypt,gemini-3-pro-preview,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Iraq,gemini-3-pro-preview,ar,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Iraq,gemini-3-pro-preview,en,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Jordan,gemini-3-pro-preview,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Jordan,gemini-3-pro-preview,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Kuwait,gemini-3-pro-preview,ar,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Kuwait,gemini-3-pro-preview,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Lebanon,gemini-3-pro-preview,ar,3.0,2.0,1.0,1.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.925061434888264,-0.4751317445674046
Lebanon,gemini-3-pro-preview,en,3.0,2.0,1.0,2.0,9.0,2.0,2.0,2.0,1.0,-2.0,-3.2263338098166567,0.5771439826761086
Libya,gemini-3-pro-preview,ar,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Libya,gemini-3-pro-preview,en,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Morocco,gemini-3-pro-preview,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Morocco,gemini-3-pro-preview,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Palestine,gemini-3-pro-preview,ar,3.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.5140773188653016,-0.9206421551674321
Palestine,gemini-3-pro-preview,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Qatar,gemini-3-pro-preview,ar,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.0111152917606496,-3.3823206105753654
Qatar,gemini-3-pro-preview,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-2.836689036729315,-2.274558816923518
Tunisia,gemini-3-pro-preview,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-1.0,-1.751782923946104,-1.9439211813107702
Tunisia,gemini-3-pro-preview,en,3.0,2.0,1.0,2.0,10.0,1.0,4.0,1.0,1.0,-2.0,-2.7382733486171387,-0.6145460920787148
Yemen,gemini-3-pro-preview,ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Yemen,gemini-3-pro-preview,en,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Algeria,gemma-3-4b-it,ar,2.0,2.0,2.0,1.0,9.0,6.0,2.0,1.0,2.0,1.0,1.2008427159840067,-0.5647885812821352
Algeria,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,2.0,-1.0,-0.9000075096231274,1.494457822917334
Egypt,gemma-3-4b-it,ar,2.0,1.0,2.0,1.0,9.0,6.0,2.0,1.0,1.0,1.0,1.5931259915212705,-0.46975998847203054
Egypt,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,1.0,2.0,0.0,-0.45533003883678524,0.24923113417522763
Iraq,gemma-3-4b-it,ar,2.0,2.0,2.0,1.0,10.0,7.0,2.0,1.0,2.0,-1.0,1.2828382205066085,-0.6115427495752215
Iraq,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,2.0,1.0,-0.8649843419342843,1.4371331547541037
Jordan,gemma-3-4b-it,ar,2.0,1.0,2.0,1.0,9.0,6.0,2.0,1.0,2.0,-1.0,2.53778143787917,-0.46489760541793873
Jordan,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,2.0,0.0,-0.8824959257787061,1.4657954888357188
Kuwait,gemma-3-4b-it,ar,2.0,1.0,2.0,3.0,10.0,6.0,2.0,1.0,2.0,1.0,0.7377717957216949,-1.1140754830494493
Kuwait,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,1.0,7.0,1.0,2.0,-1.0,-0.7117032964548683,0.17602101824206484
Lebanon,gemma-3-4b-it,ar,2.0,2.0,2.0,1.0,9.0,6.0,2.0,1.0,2.0,-1.0,1.1658195482951637,-0.5074639131189048
Lebanon,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,6.0,7.0,2.0,2.0,0.0,0.07295076931593991,1.8732852888948315
Libya,gemma-3-4b-it,ar,2.0,2.0,2.0,3.0,10.0,2.0,2.0,1.0,2.0,-1.0,-1.624659956645801,-1.506806922646298
Libya,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,1.0,7.0,2.0,2.0,-2.0,-1.1563807672412105,1.421247706984171
Morocco,gemma-3-4b-it,ar,2.0,1.0,2.0,1.0,10.0,7.0,2.0,1.0,2.0,1.0,2.689823277779458,-0.6263011100374855
Morocco,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,1.0,2.0,-1.0,-0.4728416226812068,0.2778934682568428
Palestine,gemma-3-4b-it,ar,2.0,2.0,2.0,1.0,9.0,7.0,7.0,1.0,2.0,0.0,2.4761909298969362,0.39749124379310835
Palestine,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,2.0,1.0,-0.8649843419342843,1.4371331547541037
Qatar,gemma-3-4b-it,ar,2.0,1.0,2.0,3.0,10.0,7.0,2.0,1.0,2.0,1.0,0.9766334694953566,-1.0122030330346712
Qatar,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,1.0,7.0,1.0,2.0,-1.0,-0.7117032964548683,0.17602101824206484
Tunisia,gemma-3-4b-it,ar,2.0,1.0,2.0,1.0,9.0,6.0,2.0,1.0,2.0,0.0,2.5552930217235916,-0.49355993949955385
Tunisia,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,6.0,7.0,2.0,2.0,0.0,0.07295076931593991,1.8732852888948315
Yemen,gemma-3-4b-it,ar,2.0,2.0,3.0,1.0,10.0,7.0,2.0,1.0,2.0,-1.0,1.2588154289252962,0.13546131387797417
Yemen,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,10.0,1.0,7.0,2.0,2.0,-1.0,-1.2607121849590057,1.186634086431461
Algeria,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,3.0,5.0,1.0,1.0,-1.0,-0.8524603268053045,-1.407478264889674
Algeria,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Egypt,gpt-4o,ar,2.0,2.0,1.0,2.0,9.0,3.0,5.0,1.0,1.0,-1.0,-0.7306173252430882,-1.2015269784185794
Egypt,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Iraq,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,1.0,5.0,1.0,1.0,-1.0,-1.3301836743526279,-1.6112231649192301
Iraq,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Jordan,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-1.0,-1.2740595763987805,-1.740176281281214
Jordan,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Kuwait,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-1.0,-1.751782923946104,-1.9439211813107702
Kuwait,gpt-4o,en,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-0.8003156669639121,-3.215971602379596
Lebanon,gpt-4o,ar,2.0,2.0,1.0,2.0,8.0,7.0,5.0,2.0,1.0,-1.0,-0.08049351552814593,0.6284784627721192
Lebanon,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,3.0,5.0,2.0,1.0,-1.0,-1.2796262137472252,-0.19091391022918305
Libya,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-1.0,-1.751782923946104,-1.9439211813107702
Libya,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Morocco,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,3.0,5.0,1.0,1.0,-1.0,-0.8524603268053045,-1.407478264889674
Morocco,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-2.0,-1.291571160243202,-1.7115139471995988
Palestine,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-1.0,-1.2740595763987805,-1.740176281281214
Palestine,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Qatar,gpt-4o,ar,1.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-1.0,-1.6393989872615418,-3.437584897959803
Qatar,gpt-4o,en,1.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.6569105711059633,-3.4089225638781886
Tunisia,gpt-4o,ar,2.0,2.0,1.0,2.0,8.0,5.0,5.0,1.0,1.0,-1.0,-0.13105097613354844,-0.7918307919179282
Tunisia,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-2.0,-1.291571160243202,-1.7115139471995988
Yemen,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Yemen,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Algeria,gpt-4o-mini,ar,2.0,1.0,3.0,2.0,10.0,1.0,3.0,1.0,1.0,1.0,-0.3928434498358788,-0.4646714148666429
Algeria,gpt-4o-mini,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-2.0,-2.407260019529184,-0.8650435007644341
Egypt,gpt-4o-mini,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-1.0,-1.751782923946104,-1.9439211813107702
Egypt,gpt-4o-mini,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.263854923671235,-1.0579944622630268
Iraq,gpt-4o-mini,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-1.0,-2.3897484356847625,-0.8937058348460494
Iraq,gpt-4o-mini,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.263854923671235,-1.0579944622630268
Jordan,gpt-4o-mini,ar,2.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-1.0,-0.3517589853851736,-1.9658314317907961
Jordan,gpt-4o-mini,en,2.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.4647271471453078,-2.2319925092225517
Kuwait,gpt-4o-mini,ar,2.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-1.0,-0.3517589853851736,-1.9658314317907961
Kuwait,gpt-4o-mini,en,2.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.4647271471453078,-2.2319925092225517
Lebanon,gpt-4o-mini,ar,2.0,2.0,3.0,1.0,8.0,3.0,4.0,2.0,1.0,1.0,-0.403167346751261,1.6842740747589906
Lebanon,gpt-4o-mini,en,2.0,2.0,3.0,2.0,10.0,3.0,3.0,2.0,1.0,-1.0,-1.7492710465033268,0.9703962002856682
Libya,gpt-4o-mini,ar,2.0,1.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-1.0,-1.0177865461007558,-0.8511395271450832
Libya,gpt-4o-mini,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.263854923671235,-1.0579944622630268
Morocco,gpt-4o-mini,ar,2.0,1.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-1.0,-0.1409593605884355,-1.799482423595026
Morocco,gpt-4o-mini,en,2.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-0.369270569229595,-1.937169097709181
Palestine,gpt-4o-mini,ar,2.0,2.0,3.0,1.0,10.0,2.0,3.0,1.0,2.0,-1.0,0.27530668485372645,-0.2075519280001466
Palestine,gpt-4o-mini,en,3.0,2.0,3.0,1.0,10.0,1.0,2.0,1.0,3.0,-2.0,-0.3919660491377026,0.6347904097164521
Qatar,gpt-4o-mini,ar,1.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,2.0,-1.0,1.5688364205112593,-3.254529913869383
Qatar,gpt-4o-mini,en,1.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-0.2849486815219562,-3.3663562561772222
Tunisia,gpt-4o-mini,ar,2.0,1.0,3.0,2.0,10.0,2.0,4.0,1.0,1.0,1.0,0.056817848734520615,-0.19644995665609472
Tunisia,gpt-4o-mini,en,2.0,2.0,1.0,2.0,10.0,1.0,4.0,2.0,1.0,-2.0,-1.9856607699357078,-0.5323454843728942
Yemen,gpt-4o-mini,ar,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-1.0,-2.819177452884893,-2.303221151005133
Yemen,gpt-4o-mini,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,2.0,1.0,-2.0,-3.4746545484679734,-1.224343470458797
Algeria,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Algeria,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Egypt,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Egypt,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Iraq,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Iraq,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Jordan,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Jordan,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Kuwait,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Kuwait,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Lebanon,gpt-5.1,ar,2.0,2.0,1.0,2.0,9.0,3.0,3.0,2.0,1.0,-1.0,-1.579382461778485,-0.31766064014962836
Lebanon,gpt-5.1,en,3.0,2.0,1.0,2.0,9.0,2.0,3.0,2.0,1.0,-2.0,-3.0155341850199187,0.7434929908718787
Libya,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Libya,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Morocco,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-1.0,-1.7237208749691804,-2.0083977394917625
Morocco,gpt-5.1,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Palestine,gpt-5.1,ar,3.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-2.0,-2.9490729734138768,-0.7808951002744848
Palestine,gpt-5.1,en,2.0,2.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,-2.0,-0.1438206143984695,-1.9411191790354712
Qatar,gpt-5.1,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Qatar,gpt-5.1,en,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-0.8003156669639121,-3.215971602379596
Tunisia,gpt-5.1,ar,2.0,2.0,1.0,2.0,8.0,2.0,6.0,2.0,1.0,-1.0,-1.0640022595997158,0.28546522089399834
Tunisia,gpt-5.1,en,2.0,2.0,1.0,2.0,9.0,2.0,5.0,2.0,1.0,-2.0,-1.4141564698030917,-0.05817273969125112
Yemen,gpt-5.1,ar,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Yemen,gpt-5.1,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Algeria,grok-4.1-fast,ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Algeria,grok-4.1-fast,en,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Egypt,grok-4.1-fast,ar,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Egypt,grok-4.1-fast,en,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Iraq,grok-4.1-fast,ar,3.0,2.0,1.0,3.0,10.0,1.0,1.0,2.0,1.0,-2.0,-4.654433014091324,-0.08997972350412727
Iraq,grok-4.1-fast,en,3.0,2.0,1.0,3.0,10.0,1.0,1.0,2.0,1.0,-2.0,-4.654433014091324,-0.08997972350412727
Jordan,grok-4.1-fast,ar,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Jordan,grok-4.1-fast,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Kuwait,grok-4.1-fast,ar,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Kuwait,grok-4.1-fast,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Lebanon,grok-4.1-fast,ar,3.0,2.0,3.0,2.0,10.0,1.0,2.0,3.0,1.0,-2.0,-4.06224995525708,2.9798927277571186
Lebanon,grok-4.1-fast,en,3.0,2.0,1.0,2.0,10.0,1.0,1.0,2.0,1.0,-2.0,-3.7978381099492724,0.10297123799446593
Libya,grok-4.1-fast,ar,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-4.2272671271494024,-1.3065440781646178
Libya,grok-4.1-fast,en,3.0,2.0,1.0,3.0,10.0,1.0,1.0,2.0,1.0,-2.0,-4.654433014091324,-0.08997972350412727
Morocco,grok-4.1-fast,ar,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Morocco,grok-4.1-fast,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Palestine,grok-4.1-fast,ar,3.0,2.0,3.0,1.0,10.0,1.0,1.0,1.0,1.0,-1.0,-2.544611318183504,0.544703637657344
Palestine,grok-4.1-fast,en,3.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,-1.0,-2.49656573502088,-0.9493044892490472
Qatar,grok-4.1-fast,ar,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Qatar,grok-4.1-fast,en,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Tunisia,grok-4.1-fast,ar,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Tunisia,grok-4.1-fast,en,3.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,-2.0,-3.587038485152535,0.26932024619023565
Yemen,grok-4.1-fast,ar,4.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-5.4070455927727545,-0.17218033120994766
Yemen,grok-4.1-fast,en,3.0,2.0,1.0,3.0,10.0,1.0,1.0,2.0,1.0,-2.0,-4.654433014091324,-0.08997972350412727
Algeria,kimi-k2,ar,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-1.0,-1.3910782486102256,-1.6360974448248975
