country,model_name,language,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,PC1,PC2
Belarus,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,7.0,2.0,2.0,-1.0,0.2991251885959516,2.3138501959186364
Belarus,gemma-3-4b-it,ru,2.0,2.0,3.0,3.0,7.0,4.0,2.0,2.0,1.0,0.0,-2.1947633131373827,1.3021602059377533
Belgium,gemma-3-4b-it,de,2.0,2.0,3.0,1.0,7.0,8.0,7.0,2.0,2.0,1.0,2.5250615121162197,2.846172350782148
Belgium,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,6.0,9.0,7.0,2.0,2.0,1.0,1.1725763791679962,2.7680941642708357
Bolivia,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,7.0,1.0,1.0,1.0,-0.21836437082002746,1.0924234582040535
Bolivia,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,9.0,6.0,6.0,2.0,2.0,-1.0,-0.13133764774390688,0.9885945513274808
Brazil,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,1.0,0.0,-0.42418016783270796,2.4395225969609378
Brazil,gemma-3-4b-it,pt,2.0,2.0,3.0,1.0,7.0,7.0,2.0,2.0,2.0,1.0,1.2322017143588684,1.9125548597885196
Burkina Faso,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,2.0,7.0,1.0,2.0,1.0,-0.19413245186793038,0.6324713730358025
Canada,gemma-3-4b-it,en-native,2.0,1.0,3.0,3.0,7.0,9.0,7.0,2.0,2.0,1.0,2.422695267189786,2.604709185500707
Chile,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,1.0,0.0,-0.42418016783270796,2.4395225969609378
Chile,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,7.0,7.0,6.0,2.0,2.0,0.0,0.36872161299860945,1.4737072402028335
China,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,7.0,2.0,2.0,1.0,0.334148356284795,2.2565255277554064
China,gemma-3-4b-it,zh-cn,2.0,2.0,1.0,3.0,7.0,6.0,2.0,2.0,2.0,1.0,-0.6718041845362698,-0.06922764012983575
Colombia,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,1.0,1.0,0.0,0.0029857191092126922,1.2229582423004468
Colombia,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,9.0,7.0,6.0,2.0,2.0,0.0,0.1250356098741764,1.0618046672606436
Ecuador,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,7.0,1.0,1.0,0.0,-0.235875954664449,1.1210857922856687
Ecuador,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,9.0,6.0,6.0,2.0,2.0,-1.0,-0.13133764774390688,0.9885945513274808
Egypt,gemma-3-4b-it,ar,2.0,1.0,2.0,1.0,9.0,6.0,2.0,1.0,1.0,1.0,1.5931259915212705,-0.46975998847203054
Egypt,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,1.0,2.0,0.0,-0.45533003883678524,0.24923113417522763
France,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,6.0,8.0,7.0,2.0,2.0,1.0,0.9337147053943345,2.666221714256057
Germany,gemma-3-4b-it,de,2.0,1.0,3.0,1.0,7.0,8.0,7.0,2.0,2.0,0.0,3.879511817855805,2.9174009925647293
Germany,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,8.0,7.0,2.0,2.0,0.0,0.7943601199876961,2.4889327618665775
Ghana,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,8.0,2.0,7.0,1.0,2.0,1.0,-0.3159754534301471,0.42652008656470747
Guatemala,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,1.0,1.0,-1.8446629559810273,1.489595439863242
Guatemala,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,9.0,6.0,2.0,4.0,1.0,-1.0,-2.8085465348614425,2.808789512974521
Haiti,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,1.0,2.0,1.0,-0.4378184549923637,0.2205688000936126
Hong Kong,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,7.0,6.0,7.0,2.0,2.0,0.0,0.31663677244037314,2.2851878618370214
Hong Kong,gemma-3-4b-it,zh-cn,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,2.0,2.0,0.590521613902878,2.329735643688569
Hong Kong,gemma-3-4b-it,zh-hk,2.0,2.0,2.0,3.0,7.0,6.0,2.0,2.0,1.0,2.0,-1.6579940063199037,0.7015763743508835
Iraq,gemma-3-4b-it,ar,2.0,2.0,2.0,1.0,10.0,7.0,2.0,1.0,2.0,-1.0,1.2828382205066085,-0.6115427495752215
Iraq,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,2.0,1.0,-0.8649843419342843,1.4371331547541037
Ireland,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,7.0,8.0,7.0,1.0,2.0,0.0,1.221526006929617,1.2723684072060866
Italy,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,1.0,0.0,-0.42418016783270796,2.4395225969609378
Italy,gemma-3-4b-it,it,2.0,2.0,3.0,1.0,7.0,7.0,2.0,2.0,2.0,1.0,1.2322017143588684,1.9125548597885196
Japan,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,2.0,2.0,2.0,0.0,-0.7373613515433167,1.453442820858171
Japan,gemma-3-4b-it,ja,2.0,2.0,2.0,3.0,7.0,6.0,3.0,1.0,2.0,1.0,-0.05786146437892398,-0.3724389231413609
Jordan,gemma-3-4b-it,ar,2.0,1.0,2.0,1.0,9.0,6.0,2.0,1.0,2.0,-1.0,2.53778143787917,-0.46489760541793873
Jordan,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,2.0,0.0,-0.8824959257787061,1.4657954888357188
Kazakhstan,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,7.0,2.0,2.0,0.0,0.31663677244037314,2.2851878618370214
Kazakhstan,gemma-3-4b-it,ru,2.0,1.0,3.0,3.0,7.0,7.0,2.0,1.0,1.0,-1.0,0.3034379008651081,0.46244184310417785
Kenya,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,7.0,2.0,7.0,1.0,2.0,1.0,-0.19413245186793038,0.6324713730358025
Korea,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,2.0,2.0,2.0,0.0,-0.7373613515433167,1.453442820858171
Korea,gemma-3-4b-it,ko,2.0,1.0,1.0,3.0,7.0,6.0,7.0,2.0,1.0,-1.0,0.7394540472958406,0.9148706618223494
Kuwait,gemma-3-4b-it,ar,2.0,1.0,2.0,3.0,10.0,6.0,2.0,1.0,2.0,1.0,0.7377717957216949,-1.1140754830494493
Kuwait,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,1.0,7.0,1.0,2.0,-1.0,-0.7117032964548683,0.17602101824206484
Kyrgyzstan,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,2.0,7.0,1.0,2.0,0.0,-0.21164403571235202,0.6611337071174176
Kyrgyzstan,gemma-3-4b-it,ru,2.0,1.0,3.0,3.0,7.0,2.0,2.0,1.0,1.0,0.0,-0.8733588841587779,-0.07558274105132795
Lebanon,gemma-3-4b-it,ar,2.0,2.0,2.0,1.0,9.0,6.0,2.0,1.0,2.0,-1.0,1.1658195482951637,-0.5074639131189048
Lebanon,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,6.0,7.0,2.0,2.0,0.0,0.07295076931593991,1.8732852888948315
Libya,gemma-3-4b-it,ar,2.0,2.0,2.0,3.0,10.0,2.0,2.0,1.0,2.0,-1.0,-1.624659956645801,-1.506806922646298
Libya,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,1.0,7.0,2.0,2.0,-2.0,-1.1563807672412105,1.421247706984171
Luxembourg,gemma-3-4b-it,de,2.0,1.0,3.0,1.0,7.0,7.0,7.0,2.0,2.0,1.0,3.658161727926565,2.7868662084683358
Luxembourg,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,9.0,7.0,2.0,2.0,1.0,1.0507333776057792,2.5621428777997406
Macao,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,2.0,0.0,0.5554984462140349,2.3870603118517995
Macao,gemma-3-4b-it,pt,2.0,2.0,3.0,1.0,7.0,6.0,2.0,2.0,2.0,1.0,0.9933400405852071,1.8106824097737413
Macao,gemma-3-4b-it,zh-cn,2.0,2.0,1.0,3.0,9.0,7.0,7.0,2.0,2.0,2.0,0.3948811939410701,0.42382494383998776
Malaysia,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,7.0,6.0,7.0,2.0,2.0,0.0,0.31663677244037314,2.2851878618370214
Mali,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,1.0,2.0,1.0,-0.4378184549923637,0.2205688000936126
Malta,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,8.0,7.0,7.0,1.0,2.0,0.0,0.8608213315937392,0.9645446707202134
Mexico,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,1.0,1.0,-0.4066685839882861,2.4108602628793228
Mexico,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,8.0,6.0,6.0,2.0,2.0,0.0,0.008016937662731372,1.1658835037169604
Morocco,gemma-3-4b-it,ar,2.0,1.0,2.0,1.0,10.0,7.0,2.0,1.0,2.0,1.0,2.689823277779458,-0.6263011100374855
Morocco,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,1.0,2.0,-1.0,-0.4728416226812068,0.2778934682568428
New Zealand,gemma-3-4b-it,en-native,2.0,1.0,3.0,3.0,7.0,9.0,7.0,1.0,2.0,2.0,2.8673727379761287,1.3594824967586003
Nicaragua,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,8.0,6.0,7.0,1.0,1.0,1.0,-0.34020737238224397,0.8864721717329587
Nicaragua,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,9.0,6.0,2.0,2.0,2.0,0.0,-0.9570245630864375,0.29453618446278557
Nigeria,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,9.0,2.0,7.0,1.0,2.0,1.0,-0.4378184549923637,0.2205688000936126
Pakistan,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,2.0,-1.0,-0.9000075096231274,1.494457822917334
Palestine,gemma-3-4b-it,ar,2.0,2.0,2.0,1.0,9.0,7.0,7.0,1.0,2.0,0.0,2.4761909298969362,0.39749124379310835
Palestine,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,2.0,7.0,2.0,2.0,1.0,-0.8649843419342843,1.4371331547541037
Peru,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,7.0,1.0,1.0,0.0,-0.235875954664449,1.1210857922856687
Peru,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,8.0,6.0,6.0,2.0,2.0,-1.0,-0.009494646181690158,1.1945458377985754
Philippines,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,8.0,6.0,7.0,1.0,2.0,0.0,0.6219596578200773,0.8626722207054354
Portugal,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,2.0,0.0,0.5554984462140349,2.3870603118517995
Portugal,gemma-3-4b-it,pt,2.0,1.0,3.0,1.0,7.0,7.0,2.0,4.0,2.0,2.0,1.7673434139034554,4.359587542728852
Puerto Rico,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,8.0,7.0,7.0,1.0,1.0,0.0,-0.11885728245300381,1.017006955829352
Puerto Rico,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,9.0,7.0,7.0,4.0,2.0,-1.0,-0.5360081230573484,3.689944718859011
Qatar,gemma-3-4b-it,ar,2.0,1.0,2.0,3.0,10.0,7.0,2.0,1.0,2.0,1.0,0.9766334694953566,-1.0122030330346712
Qatar,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,1.0,7.0,1.0,2.0,-1.0,-0.7117032964548683,0.17602101824206484
Russia,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,2.0,7.0,2.0,2.0,0.0,-0.6388099226542726,1.8776980617779087
Russia,gemma-3-4b-it,ru,2.0,1.0,3.0,3.0,7.0,4.0,6.0,2.0,1.0,-1.0,0.002885491789154926,2.0387848805034148
Rwanda,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,9.0,2.0,2.0,1.0,2.0,1.0,-1.4918165789760534,-0.6111762408852377
Singapore,gemma-3-4b-it,en-native,2.0,2.0,2.0,3.0,7.0,6.0,7.0,1.0,2.0,0.0,0.7678254509636064,0.32161944372333445
Singapore,gemma-3-4b-it,zh-cn,2.0,2.0,3.0,3.0,7.0,7.0,2.0,2.0,2.0,2.0,-0.4634765100808118,1.4979906027097185
South Africa,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,7.0,6.0,7.0,2.0,2.0,0.0,0.31663677244037314,2.2851878618370214
Spain,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,1.0,0.0,-0.42418016783270796,2.4395225969609378
Spain,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,7.0,7.0,2.0,2.0,2.0,0.0,-0.4744768861883426,0.8083112074197534
Switzerland,gemma-3-4b-it,de,2.0,1.0,3.0,1.0,6.0,8.0,7.0,2.0,2.0,0.0,4.0013548194180215,3.123352279035824
Switzerland,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,6.0,9.0,7.0,2.0,2.0,1.0,1.1725763791679962,2.7680941642708357
Switzerland,gemma-3-4b-it,it,2.0,1.0,3.0,1.0,6.0,9.0,2.0,2.0,2.0,1.0,3.2037299530524144,2.3648173539901367
Taiwan,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,7.0,2.0,2.0,0.0,0.31663677244037314,2.2851878618370214
Taiwan,gemma-3-4b-it,zh-tw,2.0,2.0,2.0,3.0,7.0,7.0,6.0,2.0,1.0,2.0,-0.5759338333592904,1.4688448571487416
Trinidad and Tobago,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,8.0,6.0,7.0,1.0,1.0,0.0,-0.3577189562266655,0.9151345058145738
Tunisia,gemma-3-4b-it,ar,2.0,1.0,2.0,1.0,9.0,6.0,2.0,1.0,2.0,0.0,2.5552930217235916,-0.49355993949955385
Tunisia,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,9.0,6.0,7.0,2.0,2.0,0.0,0.07295076931593991,1.8732852888948315
United Kingdom,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,7.0,9.0,7.0,2.0,2.0,1.0,1.0507333776057792,2.5621428777997406
United States,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,7.0,8.0,7.0,2.0,2.0,2.0,0.8293832876765392,2.431608093703347
Uruguay,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,7.0,7.0,2.0,1.0,0.0,-0.42418016783270796,2.4395225969609378
Uruguay,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,7.0,7.0,7.0,2.0,2.0,1.0,0.5970328216397692,1.6113939143169886
Venezuela,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,7.0,6.0,7.0,2.0,1.0,1.0,-0.6455302577619478,2.308987812864545
Venezuela,gemma-3-4b-it,es,2.0,2.0,2.0,3.0,9.0,6.0,6.0,2.0,2.0,-1.0,-0.13133764774390688,0.9885945513274808
Yemen,gemma-3-4b-it,ar,2.0,2.0,3.0,1.0,10.0,7.0,2.0,1.0,2.0,-1.0,1.2588154289252962,0.13546131387797417
Yemen,gemma-3-4b-it,en,2.0,2.0,3.0,3.0,10.0,1.0,7.0,2.0,2.0,-1.0,-1.2607121849590057,1.186634086431461
Zambia,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,7.0,6.0,7.0,1.0,2.0,1.0,0.7613142432267155,1.0399611730949152
Zimbabwe,gemma-3-4b-it,en-native,2.0,2.0,3.0,3.0,8.0,2.0,7.0,2.0,1.0,1.0,-1.722819954418811,1.695546726334337
Algeria,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,3.0,5.0,1.0,1.0,-1.0,-0.8524603268053045,-1.407478264889674
Algeria,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Argentina,gpt-4o,en,2.0,2.0,1.0,2.0,7.0,10.0,7.0,1.0,1.0,1.0,1.641722811579295,0.1988560928553674
Argentina,gpt-4o,es,2.0,2.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,1.0,2.1942355386841172,1.3629581624067197
Australia,gpt-4o,en-native,2.0,1.0,2.0,1.0,5.0,10.0,8.0,1.0,2.0,2.0,5.297932639536375,1.6785043874553283
Austria,gpt-4o,de,2.0,2.0,1.0,2.0,5.0,10.0,7.0,1.0,1.0,1.0,1.8854088147037285,0.610758665797557
Austria,gpt-4o,en,2.0,1.0,2.0,2.0,5.0,10.0,7.0,1.0,1.0,2.0,3.250859496550844,1.371666702870104
Belarus,gpt-4o,en,2.0,2.0,1.0,2.0,7.0,3.0,5.0,2.0,1.0,1.0,-0.8790740413717325,0.3696152810208711
Belarus,gpt-4o,ru,2.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,-0.15766469069997613,0.9852627539926171
Belgium,gpt-4o,de,2.0,1.0,1.0,2.0,5.0,10.0,8.0,2.0,2.0,2.0,4.038194640033716,1.95511371716403
Belgium,gpt-4o,en,2.0,1.0,2.0,2.0,5.0,10.0,8.0,2.0,1.0,2.0,3.034493234405661,2.754580065726365
Bolivia,gpt-4o,en,2.0,2.0,1.0,2.0,9.0,5.0,5.0,1.0,1.0,-1.0,-0.25289397769576516,-0.997782078389023
Bolivia,gpt-4o,es,2.0,2.0,1.0,2.0,8.0,7.0,5.0,1.0,1.0,-1.0,0.3466723714137746,-0.5880858918883718
Brazil,gpt-4o,en,2.0,2.0,1.0,2.0,8.0,8.0,5.0,1.0,1.0,1.0,0.6205572128762791,-0.5435381100368241
Brazil,gpt-4o,pt,2.0,2.0,1.0,1.0,8.0,8.0,5.0,2.0,1.0,0.0,1.032474646231988,0.894639540203875
Burkina Faso,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-1.0,-1.5129212501724423,-1.8420487312959923
Canada,gpt-4o,en-native,2.0,1.0,2.0,2.0,5.0,10.0,8.0,1.0,2.0,2.0,4.441337735394325,1.4855534259567353
Chile,gpt-4o,en,2.0,2.0,1.0,2.0,8.0,7.0,5.0,1.0,1.0,0.0,0.36418395525819625,-0.616748225969987
Chile,gpt-4o,es,2.0,2.0,1.0,2.0,7.0,8.0,5.0,2.0,1.0,1.0,0.31523432749657515,0.8789775310947621
China,gpt-4o,en,2.0,2.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,0.0,-0.11723328549566159,0.4282149177995278
China,gpt-4o,zh-cn,2.0,2.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,-0.08221011780681847,0.3708902496362975
Colombia,gpt-4o,en,2.0,2.0,1.0,2.0,9.0,7.0,5.0,1.0,1.0,0.0,0.2423409536959797,-0.8226995124410819
Colombia,gpt-4o,es,2.0,2.0,1.0,2.0,9.0,8.0,5.0,1.0,1.0,1.0,0.49871421131406257,-0.7494893965079188
Ecuador,gpt-4o,en,1.0,2.0,1.0,2.0,9.0,5.0,5.0,1.0,1.0,-1.0,0.926884487927586,-2.1321458253436933
Ecuador,gpt-4o,es,2.0,2.0,1.0,2.0,9.0,7.0,5.0,1.0,1.0,1.0,0.2598525375404013,-0.851361846522697
Egypt,gpt-4o,ar,2.0,2.0,1.0,2.0,9.0,3.0,5.0,1.0,1.0,-1.0,-0.7306173252430882,-1.2015269784185794
Egypt,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
France,gpt-4o,en,2.0,2.0,3.0,1.0,5.0,10.0,8.0,2.0,1.0,1.0,2.477591873537971,3.680631117058802
Germany,gpt-4o,de,2.0,2.0,1.0,2.0,5.0,10.0,7.0,2.0,2.0,1.0,2.4379215418085503,1.7748607353489092
Germany,gpt-4o,en,2.0,1.0,1.0,1.0,5.0,10.0,8.0,2.0,1.0,2.0,3.915110930129025,2.200526963771762
Ghana,gpt-4o,en-native,1.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-2.0,-0.11179269461985075,-2.8458776941542694
Guatemala,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,-1.0,-0.7963362288514576,-1.536431381251658
Guatemala,gpt-4o,es,2.0,2.0,1.0,2.0,10.0,7.0,3.0,1.0,1.0,-1.0,-0.3186128813041347,-1.3326864812221018
Haiti,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-2.0,-1.291571160243202,-1.7115139471995988
Hong Kong,gpt-4o,en-native,2.0,2.0,1.0,2.0,3.0,7.0,5.0,2.0,1.0,1.0,0.5637446599717801,1.6009102269643627
Hong Kong,gpt-4o,zh-cn,2.0,2.0,1.0,3.0,5.0,8.0,7.0,3.0,1.0,2.0,-0.2857296270250653,2.618529179508775
Hong Kong,gpt-4o,zh-hk,2.0,2.0,1.0,3.0,5.0,8.0,7.0,2.0,1.0,2.0,0.14143625991685493,1.4019648248482839
Iraq,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,1.0,5.0,1.0,1.0,-1.0,-1.3301836743526279,-1.6112231649192301
Iraq,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Ireland,gpt-4o,en-native,2.0,1.0,2.0,2.0,5.0,10.0,7.0,1.0,1.0,1.0,3.2333479127064226,1.4003290369517192
Italy,gpt-4o,en,2.0,2.0,1.0,2.0,7.0,8.0,7.0,1.0,1.0,1.0,1.163999464031972,-0.0048888071741891295
Italy,gpt-4o,it,2.0,2.0,1.0,2.0,7.0,10.0,7.0,2.0,1.0,1.0,1.2145569246373746,1.4154204475158583
Japan,gpt-4o,en,2.0,2.0,1.0,2.0,3.0,7.0,5.0,1.0,1.0,0.0,0.9733989630692791,0.413008206385487
Japan,gpt-4o,ja,2.0,2.0,1.0,2.0,5.0,7.0,5.0,2.0,1.0,0.0,0.3025470730029254,1.2176699881037885
Jordan,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-1.0,-1.2740595763987805,-1.740176281281214
Jordan,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Kazakhstan,gpt-4o,en,2.0,2.0,1.0,2.0,8.0,3.0,5.0,1.0,1.0,0.0,-0.59126273983645,-1.0242380260290995
Kazakhstan,gpt-4o,ru,2.0,2.0,1.0,2.0,8.0,3.0,5.0,1.0,1.0,1.0,-0.5737511559920282,-1.0529003601107148
Kenya,gpt-4o,en-native,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-2.0,-1.291571160243202,-1.7115139471995988
Korea,gpt-4o,en,2.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,0.0,0.25198961239752293,-0.2026392665862588
Korea,gpt-4o,ko,2.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,1.0,0.0,0.6814186295976532,1.206876049572825
Kuwait,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-1.0,-1.751782923946104,-1.9439211813107702
Kuwait,gpt-4o,en,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-0.8003156669639121,-3.215971602379596
Kyrgyzstan,gpt-4o,en,2.0,2.0,1.0,2.0,9.0,3.0,5.0,1.0,1.0,-2.0,-0.7481289090875097,-1.1728646443369641
Kyrgyzstan,gpt-4o,ru,2.0,2.0,1.0,2.0,8.0,3.0,5.0,1.0,1.0,-1.0,-0.6087743236808716,-0.9955756919474845
Lebanon,gpt-4o,ar,2.0,2.0,1.0,2.0,8.0,7.0,5.0,2.0,1.0,-1.0,-0.08049351552814593,0.6284784627721192
Lebanon,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,3.0,5.0,2.0,1.0,-1.0,-1.2796262137472252,-0.19091391022918305
Libya,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,-1.0,-1.751782923946104,-1.9439211813107702
Libya,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Luxembourg,gpt-4o,de,1.0,1.0,1.0,2.0,5.0,10.0,7.0,1.0,1.0,1.0,4.437149169911087,-0.4810387734561473
Luxembourg,gpt-4o,en,1.0,1.0,2.0,2.0,5.0,10.0,8.0,1.0,1.0,2.0,4.641437586970933,0.4036519641112035
Macao,gpt-4o,en,2.0,2.0,1.0,2.0,5.0,7.0,5.0,1.0,1.0,0.0,0.729712959944846,0.0011056334432974855
Macao,gpt-4o,pt,2.0,2.0,1.0,1.0,5.0,7.0,5.0,1.0,1.0,1.0,1.6038194479313184,0.16539426086027503
Macao,gpt-4o,zh-cn,2.0,2.0,1.0,2.0,5.0,7.0,7.0,2.0,1.0,2.0,0.7591694902852444,1.4930433363320983
Malaysia,gpt-4o,en-native,2.0,2.0,1.0,2.0,8.0,3.0,3.0,1.0,1.0,-1.0,-1.0303735732743475,-1.3282737083390244
Mali,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-2.0,-1.291571160243202,-1.7115139471995988
Malta,gpt-4o,en-native,1.0,2.0,1.0,2.0,8.0,8.0,2.0,1.0,1.0,-1.0,1.1329136364205732,-2.1196242134155745
Mexico,gpt-4o,en,1.0,2.0,1.0,2.0,8.0,7.0,5.0,1.0,1.0,-1.0,1.526450837037126,-1.7224496388430426
Mexico,gpt-4o,es,2.0,2.0,1.0,2.0,10.0,8.0,5.0,1.0,1.0,1.0,0.37687120975184596,-0.9554406829790134
Morocco,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,3.0,5.0,1.0,1.0,-1.0,-0.8524603268053045,-1.407478264889674
Morocco,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-2.0,-1.291571160243202,-1.7115139471995988
New Zealand,gpt-4o,en-native,1.0,1.0,2.0,2.0,5.0,10.0,8.0,1.0,2.0,2.0,5.621116201017676,0.35118967900206466
Nicaragua,gpt-4o,en,2.0,2.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,-1.0,-0.7963362288514576,-1.536431381251658
Nicaragua,gpt-4o,es,2.0,2.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,-2.0,-0.8138478126958794,-1.507769047170043
Nigeria,gpt-4o,en-native,2.0,2.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,-2.0,-1.5304328340168638,-1.813386397214377
Pakistan,gpt-4o,en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Palestine,gpt-4o,ar,2.0,2.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,-1.0,-1.2740595763987805,-1.740176281281214
